GOID	Description	FDR	Database	Type	Genes	Enrichment
GO:0045088	regulation of innate immune response	1.29E-04	g:Profiler	BP	FCRL3	All (Up vs. Down)
GO:0051290	protein heterotetramerization	1.29E-04	g:Profiler	BP	HIST1H4A	All (Up vs. Down)
GO:0051290	protein heterotetramerization	1.29E-04	g:Profiler	BP	S100A10	All (Up vs. Down)
GO:0051290	protein heterotetramerization	1.29E-04	g:Profiler	BP	FARSA	All (Up vs. Down)
GO:0008380	RNA splicing	1.28E-04	g:Profiler	BP	HNRNPH1	All (Up vs. Down)
GO:0008380	RNA splicing	1.28E-04	g:Profiler	BP	HNRNPA1	All (Up vs. Down)
GO:0008380	RNA splicing	1.28E-04	g:Profiler	BP	DDX39A	All (Up vs. Down)
GO:0008380	RNA splicing	1.28E-04	g:Profiler	BP	RBMX	All (Up vs. Down)
GO:0008380	RNA splicing	1.28E-04	g:Profiler	BP	HNRNPF	All (Up vs. Down)
GO:0008380	RNA splicing	1.28E-04	g:Profiler	BP	CWC25	All (Up vs. Down)
GO:0006366	transcription by RNA polymerase II	1.28E-04	g:Profiler	BP	HIST1H1E	All (Up vs. Down)
GO:0006366	transcription by RNA polymerase II	1.28E-04	g:Profiler	BP	NCL	All (Up vs. Down)
GO:0006366	transcription by RNA polymerase II	1.28E-04	g:Profiler	BP	RPS14	All (Up vs. Down)
GO:0006366	transcription by RNA polymerase II	1.28E-04	g:Profiler	BP	SFPQ	All (Up vs. Down)
GO:0006366	transcription by RNA polymerase II	1.28E-04	g:Profiler	BP	HIST1H1B	All (Up vs. Down)
GO:0006366	transcription by RNA polymerase II	1.28E-04	g:Profiler	BP	PSMC4	All (Up vs. Down)
GO:0006366	transcription by RNA polymerase II	1.28E-04	g:Profiler	BP	ACTL6B	All (Up vs. Down)
GO:0006366	transcription by RNA polymerase II	1.28E-04	g:Profiler	BP	PSMA5	All (Up vs. Down)
GO:0006366	transcription by RNA polymerase II	1.28E-04	g:Profiler	BP	ETV3	All (Up vs. Down)
GO:0006366	transcription by RNA polymerase II	1.28E-04	g:Profiler	BP	UBE2I	All (Up vs. Down)
GO:0006366	transcription by RNA polymerase II	1.28E-04	g:Profiler	BP	CAV1	All (Up vs. Down)
GO:0000086	G2/M transition of mitotic cell cycle	1.27E-04	g:Profiler	BP	YWHAE	All (Up vs. Down)
GO:0000086	G2/M transition of mitotic cell cycle	1.27E-04	g:Profiler	BP	HMGA2	All (Up vs. Down)
GO:0000086	G2/M transition of mitotic cell cycle	1.27E-04	g:Profiler	BP	PSMC3	All (Up vs. Down)
GO:0000086	G2/M transition of mitotic cell cycle	1.27E-04	g:Profiler	BP	PSMA2	All (Up vs. Down)
GO:0000086	G2/M transition of mitotic cell cycle	1.27E-04	g:Profiler	BP	AKAP9	All (Up vs. Down)
GO:0019318	hexose metabolic process	1.27E-04	g:Profiler	BP	GPI	All (Up vs. Down)
GO:0019318	hexose metabolic process	1.27E-04	g:Profiler	BP	GOT2	All (Up vs. Down)
GO:0019318	hexose metabolic process	1.27E-04	g:Profiler	BP	PGK2	All (Up vs. Down)
GO:0019318	hexose metabolic process	1.27E-04	g:Profiler	BP	MDH2	All (Up vs. Down)
GO:0019318	hexose metabolic process	1.27E-04	g:Profiler	BP	CRTC2	All (Up vs. Down)
GO:0045111	intermediate filament cytoskeleton	1.26E-04	PANTHER	CC	KRT18	All (Up vs. Down)
GO:0045111	intermediate filament cytoskeleton	1.26E-04	PANTHER	CC	KRT36	All (Up vs. Down)
GO:0045111	intermediate filament cytoskeleton	1.26E-04	PANTHER	CC	KRT1	All (Up vs. Down)
GO:0045111	intermediate filament cytoskeleton	1.26E-04	PANTHER	CC	EPPK1	All (Up vs. Down)
GO:0045111	intermediate filament cytoskeleton	1.26E-04	PANTHER	CC	CCT8	All (Up vs. Down)
GO:0045111	intermediate filament cytoskeleton	1.26E-04	PANTHER	CC	KRT84	All (Up vs. Down)
GO:0045111	intermediate filament cytoskeleton	1.26E-04	PANTHER	CC	LMNB1	All (Up vs. Down)
GO:0045111	intermediate filament cytoskeleton	1.26E-04	PANTHER	CC	PRPH	All (Up vs. Down)
GO:2000112	regulation of cellular macromolecule biosynthetic process	1.26E-04	g:Profiler	BP	HSPB1	All (Up vs. Down)
GO:2000112	regulation of cellular macromolecule biosynthetic process	1.26E-04	g:Profiler	BP	CCT8	All (Up vs. Down)
GO:2000112	regulation of cellular macromolecule biosynthetic process	1.26E-04	g:Profiler	BP	HMGA2	All (Up vs. Down)
GO:2000112	regulation of cellular macromolecule biosynthetic process	1.26E-04	g:Profiler	BP	CAND1	All (Up vs. Down)
GO:2000112	regulation of cellular macromolecule biosynthetic process	1.26E-04	g:Profiler	BP	HMGB1	All (Up vs. Down)
GO:2000112	regulation of cellular macromolecule biosynthetic process	1.26E-04	g:Profiler	BP	HNRNPA1	All (Up vs. Down)
GO:2000112	regulation of cellular macromolecule biosynthetic process	1.26E-04	g:Profiler	BP	PSMC3	All (Up vs. Down)
GO:2000112	regulation of cellular macromolecule biosynthetic process	1.26E-04	g:Profiler	BP	ANXA4	All (Up vs. Down)
GO:2000112	regulation of cellular macromolecule biosynthetic process	1.26E-04	g:Profiler	BP	XRCC5	All (Up vs. Down)
GO:2000112	regulation of cellular macromolecule biosynthetic process	1.26E-04	g:Profiler	BP	HMGA1	All (Up vs. Down)
GO:2000112	regulation of cellular macromolecule biosynthetic process	1.26E-04	g:Profiler	BP	PSMA2	All (Up vs. Down)
GO:2000112	regulation of cellular macromolecule biosynthetic process	1.26E-04	g:Profiler	BP	RBMX	All (Up vs. Down)
GO:2000112	regulation of cellular macromolecule biosynthetic process	1.26E-04	g:Profiler	BP	EIF3B	All (Up vs. Down)
GO:2000112	regulation of cellular macromolecule biosynthetic process	1.26E-04	g:Profiler	BP	TRIM28	All (Up vs. Down)
GO:2000112	regulation of cellular macromolecule biosynthetic process	1.26E-04	g:Profiler	BP	CRTC2	All (Up vs. Down)
GO:2000112	regulation of cellular macromolecule biosynthetic process	1.26E-04	g:Profiler	BP	MAEL	All (Up vs. Down)
GO:0016032	viral process	1.24E-04	PANTHER	BP	YWHAE	All (Up vs. Down)
GO:0016032	viral process	1.24E-04	PANTHER	BP	CRTC2	All (Up vs. Down)
GO:0016032	viral process	1.24E-04	PANTHER	BP	XRCC5	All (Up vs. Down)
GO:0016032	viral process	1.24E-04	PANTHER	BP	HMGA1	All (Up vs. Down)
GO:0016032	viral process	1.24E-04	PANTHER	BP	RPL36A	All (Up vs. Down)
GO:0016032	viral process	1.24E-04	PANTHER	BP	HSPB1	All (Up vs. Down)
GO:0016032	viral process	1.24E-04	PANTHER	BP	HMGB1	All (Up vs. Down)
GO:0016032	viral process	1.24E-04	PANTHER	BP	RPL10A	All (Up vs. Down)
GO:0016032	viral process	1.24E-04	PANTHER	BP	RPS28	All (Up vs. Down)
GO:0016032	viral process	1.24E-04	PANTHER	BP	KRT18	All (Up vs. Down)
GO:0016032	viral process	1.24E-04	PANTHER	BP	PSMC3	All (Up vs. Down)
GO:0016032	viral process	1.24E-04	PANTHER	BP	TRIM28	All (Up vs. Down)
GO:0016032	viral process	1.24E-04	PANTHER	BP	RPS19	All (Up vs. Down)
GO:0016032	viral process	1.24E-04	PANTHER	BP	RPL13	All (Up vs. Down)
GO:0016032	viral process	1.24E-04	PANTHER	BP	HNRNPA1	All (Up vs. Down)
GO:0016032	viral process	1.24E-04	PANTHER	BP	EIF3B	All (Up vs. Down)
GO:0098772	molecular function regulator	1.23E-04	g:Profiler	MF	HMSD	All (Up vs. Down)
GO:0098772	molecular function regulator	1.23E-04	g:Profiler	MF	HSPB1	All (Up vs. Down)
GO:0098772	molecular function regulator	1.23E-04	g:Profiler	MF	GPI	All (Up vs. Down)
GO:0098772	molecular function regulator	1.23E-04	g:Profiler	MF	EEF1D	All (Up vs. Down)
GO:0098772	molecular function regulator	1.23E-04	g:Profiler	MF	YWHAE	All (Up vs. Down)
GO:0098772	molecular function regulator	1.23E-04	g:Profiler	MF	HMGB1	All (Up vs. Down)
GO:0098772	molecular function regulator	1.23E-04	g:Profiler	MF	RNH1	All (Up vs. Down)
GO:0098772	molecular function regulator	1.23E-04	g:Profiler	MF	ANXA4	All (Up vs. Down)
GO:0098772	molecular function regulator	1.23E-04	g:Profiler	MF	XRCC5	All (Up vs. Down)
GO:0098772	molecular function regulator	1.23E-04	g:Profiler	MF	RALGAPB	All (Up vs. Down)
GO:0098772	molecular function regulator	1.23E-04	g:Profiler	MF	AKAP9	All (Up vs. Down)
GO:0070062	extracellular exosome	2.64E-17	GENECODIS	CC	GANAB	All (Up vs. Down)
GO:0070062	extracellular exosome	2.64E-17	GENECODIS	CC	CCT8	All (Up vs. Down)
GO:0070062	extracellular exosome	2.64E-17	GENECODIS	CC	CD9	All (Up vs. Down)
GO:0045935	positive regulation of nucleobase-containing compound metabolic process	1.20E-04	g:Profiler	BP	CCT8	All (Up vs. Down)
GO:0045935	positive regulation of nucleobase-containing compound metabolic process	1.20E-04	g:Profiler	BP	HMGA2	All (Up vs. Down)
GO:0045935	positive regulation of nucleobase-containing compound metabolic process	1.20E-04	g:Profiler	BP	CAND1	All (Up vs. Down)
GO:0045935	positive regulation of nucleobase-containing compound metabolic process	1.20E-04	g:Profiler	BP	HMGB1	All (Up vs. Down)
GO:0045935	positive regulation of nucleobase-containing compound metabolic process	1.20E-04	g:Profiler	BP	HNRNPA1	All (Up vs. Down)
GO:0045935	positive regulation of nucleobase-containing compound metabolic process	1.20E-04	g:Profiler	BP	PSMC3	All (Up vs. Down)
GO:0045935	positive regulation of nucleobase-containing compound metabolic process	1.20E-04	g:Profiler	BP	XRCC5	All (Up vs. Down)
GO:0045935	positive regulation of nucleobase-containing compound metabolic process	1.20E-04	g:Profiler	BP	HMGA1	All (Up vs. Down)
GO:0045935	positive regulation of nucleobase-containing compound metabolic process	1.20E-04	g:Profiler	BP	RBMX	All (Up vs. Down)
GO:0045935	positive regulation of nucleobase-containing compound metabolic process	1.20E-04	g:Profiler	BP	TRIM28	All (Up vs. Down)
GO:0045935	positive regulation of nucleobase-containing compound metabolic process	1.20E-04	g:Profiler	BP	CRTC2	All (Up vs. Down)
GO:0003676	nucleic acid binding	1.19E-04	PANTHER	MF	YWHAE	All (Up vs. Down)
GO:0003676	nucleic acid binding	1.19E-04	PANTHER	MF	RNH1	All (Up vs. Down)
GO:0003676	nucleic acid binding	1.19E-04	PANTHER	MF	RPL36A	All (Up vs. Down)
GO:0003676	nucleic acid binding	1.19E-04	PANTHER	MF	HSPB1	All (Up vs. Down)
GO:0003676	nucleic acid binding	1.19E-04	PANTHER	MF	HMGB1	All (Up vs. Down)
GO:0003676	nucleic acid binding	1.19E-04	PANTHER	MF	RPL10A	All (Up vs. Down)
GO:0003676	nucleic acid binding	1.19E-04	PANTHER	MF	ACTB	All (Up vs. Down)
GO:0003676	nucleic acid binding	1.19E-04	PANTHER	MF	LMNB1	All (Up vs. Down)
GO:0003676	nucleic acid binding	1.19E-04	PANTHER	MF	GANAB	All (Up vs. Down)
GO:0003676	nucleic acid binding	1.19E-04	PANTHER	MF	TRIM28	All (Up vs. Down)
GO:0003676	nucleic acid binding	1.19E-04	PANTHER	MF	RPS19	All (Up vs. Down)
GO:0003676	nucleic acid binding	1.19E-04	PANTHER	MF	MAEL	All (Up vs. Down)
GO:0003676	nucleic acid binding	1.19E-04	PANTHER	MF	RPL13	All (Up vs. Down)
GO:0003676	nucleic acid binding	1.19E-04	PANTHER	MF	HNRNPA1	All (Up vs. Down)
GO:0003676	nucleic acid binding	1.19E-04	PANTHER	MF	HSPA9	All (Up vs. Down)
GO:0003676	nucleic acid binding	1.19E-04	PANTHER	MF	MDH2	All (Up vs. Down)
GO:0003676	nucleic acid binding	1.19E-04	PANTHER	MF	XRCC5	All (Up vs. Down)
GO:0003676	nucleic acid binding	1.19E-04	PANTHER	MF	FBXL19	All (Up vs. Down)
GO:0003676	nucleic acid binding	1.19E-04	PANTHER	MF	GOT2	All (Up vs. Down)
GO:0003676	nucleic acid binding	1.19E-04	PANTHER	MF	HMGA1	All (Up vs. Down)
GO:0003676	nucleic acid binding	1.19E-04	PANTHER	MF	HMGA2	All (Up vs. Down)
GO:0003676	nucleic acid binding	1.19E-04	PANTHER	MF	ANXA11	All (Up vs. Down)
GO:0003676	nucleic acid binding	1.19E-04	PANTHER	MF	ARCN1	All (Up vs. Down)
GO:0003676	nucleic acid binding	1.19E-04	PANTHER	MF	EHD2	All (Up vs. Down)
GO:0003676	nucleic acid binding	1.19E-04	PANTHER	MF	RPS28	All (Up vs. Down)
GO:0003676	nucleic acid binding	1.19E-04	PANTHER	MF	DDX39A	All (Up vs. Down)
GO:0003676	nucleic acid binding	1.19E-04	PANTHER	MF	KRT18	All (Up vs. Down)
GO:0003676	nucleic acid binding	1.19E-04	PANTHER	MF	HNRNPH1	All (Up vs. Down)
GO:0003676	nucleic acid binding	1.19E-04	PANTHER	MF	EEF1D	All (Up vs. Down)
GO:0003676	nucleic acid binding	1.19E-04	PANTHER	MF	IMPDH2	All (Up vs. Down)
GO:0003676	nucleic acid binding	1.19E-04	PANTHER	MF	HNRNPF	All (Up vs. Down)
GO:0003676	nucleic acid binding	1.19E-04	PANTHER	MF	AKAP9	All (Up vs. Down)
GO:0003676	nucleic acid binding	1.19E-04	PANTHER	MF	SERBP1	All (Up vs. Down)
GO:0003676	nucleic acid binding	1.19E-04	PANTHER	MF	EPPK1	All (Up vs. Down)
GO:0003676	nucleic acid binding	1.19E-04	PANTHER	MF	RBMX	All (Up vs. Down)
GO:0003676	nucleic acid binding	1.19E-04	PANTHER	MF	EIF3B	All (Up vs. Down)
GO:0010557	positive regulation of macromolecule biosynthetic process	1.19E-04	g:Profiler	BP	HIST1H1E	All (Up vs. Down)
GO:0010557	positive regulation of macromolecule biosynthetic process	1.19E-04	g:Profiler	BP	NCL	All (Up vs. Down)
GO:0010557	positive regulation of macromolecule biosynthetic process	1.19E-04	g:Profiler	BP	RAN	All (Up vs. Down)
GO:0010557	positive regulation of macromolecule biosynthetic process	1.19E-04	g:Profiler	BP	SFPQ	All (Up vs. Down)
GO:0010557	positive regulation of macromolecule biosynthetic process	1.19E-04	g:Profiler	BP	HIST1H1B	All (Up vs. Down)
GO:0010557	positive regulation of macromolecule biosynthetic process	1.19E-04	g:Profiler	BP	HIST1H1T	All (Up vs. Down)
GO:0010557	positive regulation of macromolecule biosynthetic process	1.19E-04	g:Profiler	BP	PSMC4	All (Up vs. Down)
GO:0010557	positive regulation of macromolecule biosynthetic process	1.19E-04	g:Profiler	BP	ILF3	All (Up vs. Down)
GO:0010557	positive regulation of macromolecule biosynthetic process	1.19E-04	g:Profiler	BP	ACTL6B	All (Up vs. Down)
GO:0010557	positive regulation of macromolecule biosynthetic process	1.19E-04	g:Profiler	BP	TCP1	All (Up vs. Down)
GO:0006605	protein targeting	1.18E-04	g:Profiler	BP	RPS19	All (Up vs. Down)
GO:0006605	protein targeting	1.18E-04	g:Profiler	BP	YWHAE	All (Up vs. Down)
GO:0006605	protein targeting	1.18E-04	g:Profiler	BP	RPL10A	All (Up vs. Down)
GO:0006605	protein targeting	1.18E-04	g:Profiler	BP	RPL13	All (Up vs. Down)
GO:0006605	protein targeting	1.18E-04	g:Profiler	BP	RPS28	All (Up vs. Down)
GO:0006605	protein targeting	1.18E-04	g:Profiler	BP	RPL36A	All (Up vs. Down)
GO:0044403	symbiotic process	1.16E-04	PANTHER	BP	YWHAE	All (Up vs. Down)
GO:0044403	symbiotic process	1.16E-04	PANTHER	BP	CRTC2	All (Up vs. Down)
GO:0044403	symbiotic process	1.16E-04	PANTHER	BP	XRCC5	All (Up vs. Down)
GO:0044403	symbiotic process	1.16E-04	PANTHER	BP	HMGA1	All (Up vs. Down)
GO:0044403	symbiotic process	1.16E-04	PANTHER	BP	RPL36A	All (Up vs. Down)
GO:0044403	symbiotic process	1.16E-04	PANTHER	BP	HSPB1	All (Up vs. Down)
GO:0044403	symbiotic process	1.16E-04	PANTHER	BP	HMGA2	All (Up vs. Down)
GO:0044403	symbiotic process	1.16E-04	PANTHER	BP	HMGB1	All (Up vs. Down)
GO:0044403	symbiotic process	1.16E-04	PANTHER	BP	RPL10A	All (Up vs. Down)
GO:0044403	symbiotic process	1.16E-04	PANTHER	BP	RPS28	All (Up vs. Down)
GO:0044403	symbiotic process	1.16E-04	PANTHER	BP	KRT18	All (Up vs. Down)
GO:0044403	symbiotic process	1.16E-04	PANTHER	BP	PSMC3	All (Up vs. Down)
GO:0044403	symbiotic process	1.16E-04	PANTHER	BP	TRIM28	All (Up vs. Down)
GO:0044403	symbiotic process	1.16E-04	PANTHER	BP	RPS19	All (Up vs. Down)
GO:0044403	symbiotic process	1.16E-04	PANTHER	BP	RPL13	All (Up vs. Down)
GO:0044403	symbiotic process	1.16E-04	PANTHER	BP	HNRNPA1	All (Up vs. Down)
GO:0044403	symbiotic process	1.16E-04	PANTHER	BP	EIF3B	All (Up vs. Down)
GO:0030261	chromosome condensation	1.15E-04	g:Profiler	BP	HIST1H1E	All (Up vs. Down)
GO:0030261	chromosome condensation	1.15E-04	g:Profiler	BP	HIST1H1B	All (Up vs. Down)
GO:0030261	chromosome condensation	1.15E-04	g:Profiler	BP	HIST1H1T	All (Up vs. Down)
GO:0044877	protein-containing complex binding	1.14E-04	g:Profiler	MF	HIST1H1E	All (Up vs. Down)
GO:0044877	protein-containing complex binding	1.14E-04	g:Profiler	MF	VCL	All (Up vs. Down)
GO:0044877	protein-containing complex binding	1.14E-04	g:Profiler	MF	HIST1H1B	All (Up vs. Down)
GO:0044877	protein-containing complex binding	1.14E-04	g:Profiler	MF	HIST1H1T	All (Up vs. Down)
GO:0044877	protein-containing complex binding	1.14E-04	g:Profiler	MF	PLS1	All (Up vs. Down)
GO:0044877	protein-containing complex binding	1.14E-04	g:Profiler	MF	LAMB1	All (Up vs. Down)
GO:0044877	protein-containing complex binding	1.14E-04	g:Profiler	MF	ST13	All (Up vs. Down)
GO:0044877	protein-containing complex binding	1.14E-04	g:Profiler	MF	CAV1	All (Up vs. Down)
GO:0051222	positive regulation of protein transport	1.14E-04	g:Profiler	BP	HMSD	All (Up vs. Down)
GO:0051222	positive regulation of protein transport	1.14E-04	g:Profiler	BP	GPI	All (Up vs. Down)
GO:0051222	positive regulation of protein transport	1.14E-04	g:Profiler	BP	YWHAE	All (Up vs. Down)
GO:0051222	positive regulation of protein transport	1.14E-04	g:Profiler	BP	ACSL4	All (Up vs. Down)
GO:0051222	positive regulation of protein transport	1.14E-04	g:Profiler	BP	HMGB1	All (Up vs. Down)
GO:0051222	positive regulation of protein transport	1.14E-04	g:Profiler	BP	TRIM28	All (Up vs. Down)
GO:0051179	localization	1.10E-04	STRING	BP	CAV1	All (Up vs. Down)
GO:0051179	localization	1.10E-04	STRING	BP	CD59	All (Up vs. Down)
GO:0051179	localization	1.10E-04	STRING	BP	CKAP4	All (Up vs. Down)
GO:0051179	localization	1.10E-04	STRING	BP	CTSD	All (Up vs. Down)
GO:0051179	localization	1.10E-04	STRING	BP	EEF1A1	All (Up vs. Down)
GO:0051179	localization	1.10E-04	STRING	BP	EHBP1	All (Up vs. Down)
GO:0051179	localization	1.10E-04	STRING	BP	FAU	All (Up vs. Down)
GO:0051179	localization	1.10E-04	STRING	BP	HIST1H1B	All (Up vs. Down)
GO:0051179	localization	1.10E-04	STRING	BP	HSPA4	All (Up vs. Down)
GO:0051179	localization	1.10E-04	STRING	BP	KHSRP	All (Up vs. Down)
GO:0051179	localization	1.10E-04	STRING	BP	LAMB1	All (Up vs. Down)
GO:0051179	localization	1.10E-04	STRING	BP	PLS1	All (Up vs. Down)
GO:0051179	localization	1.10E-04	STRING	BP	PSMA5	All (Up vs. Down)
GO:0051179	localization	1.10E-04	STRING	BP	RAN	All (Up vs. Down)
GO:0051179	localization	1.10E-04	STRING	BP	RPL17	All (Up vs. Down)
GO:0051179	localization	1.10E-04	STRING	BP	RPL27A	All (Up vs. Down)
GO:0051179	localization	1.10E-04	STRING	BP	RPL29	All (Up vs. Down)
GO:0051179	localization	1.10E-04	STRING	BP	RPL36	All (Up vs. Down)
GO:0051179	localization	1.10E-04	STRING	BP	RPL4	All (Up vs. Down)
GO:0051179	localization	1.10E-04	STRING	BP	RPS11	All (Up vs. Down)
GO:0051179	localization	1.10E-04	STRING	BP	RPS14	All (Up vs. Down)
GO:0051179	localization	1.10E-04	STRING	BP	RPS26	All (Up vs. Down)
GO:0051179	localization	1.10E-04	STRING	BP	RPS3A	All (Up vs. Down)
GO:0051179	localization	1.10E-04	STRING	BP	S100A10	All (Up vs. Down)
GO:0051179	localization	1.10E-04	STRING	BP	SLC12A7	All (Up vs. Down)
GO:0051179	localization	1.10E-04	STRING	BP	SRSF2	All (Up vs. Down)
GO:0051179	localization	1.10E-04	STRING	BP	SSC4D	All (Up vs. Down)
GO:0051179	localization	1.10E-04	STRING	BP	TCP1	All (Up vs. Down)
GO:0051179	localization	1.10E-04	STRING	BP	UNC13C	All (Up vs. Down)
GO:0051179	localization	1.10E-04	STRING	BP	VCL	All (Up vs. Down)
GO:0051179	localization	1.10E-04	STRING	BP	YWHAG	All (Up vs. Down)
GO:0042470	melanosome	1.10E-04	STRING	CC	AHCY	All (Up vs. Down)
GO:0042470	melanosome	1.10E-04	STRING	CC	ANXA11	All (Up vs. Down)
GO:0042470	melanosome	1.10E-04	STRING	CC	GANAB	All (Up vs. Down)
GO:0042470	melanosome	1.10E-04	STRING	CC	RAB35	All (Up vs. Down)
GO:0042470	melanosome	1.10E-04	STRING	CC	RAB5C	All (Up vs. Down)
GO:0042470	melanosome	1.10E-04	STRING	CC	YWHAE	All (Up vs. Down)
GO:0005622	intracellular	1.09E-04	BiNGO	CC	YWHAE	All (Up vs. Down)
GO:0005622	intracellular	1.09E-04	BiNGO	CC	GPI	All (Up vs. Down)
GO:0005622	intracellular	1.09E-04	BiNGO	CC	HSP90AB2P	All (Up vs. Down)
GO:0005622	intracellular	1.09E-04	BiNGO	CC	CRTC2	All (Up vs. Down)
GO:0005622	intracellular	1.09E-04	BiNGO	CC	RNH1	All (Up vs. Down)
GO:0005622	intracellular	1.09E-04	BiNGO	CC	HSPB1	All (Up vs. Down)
GO:0005622	intracellular	1.09E-04	BiNGO	CC	MYL6B	All (Up vs. Down)
GO:0005622	intracellular	1.09E-04	BiNGO	CC	HMGB1	All (Up vs. Down)
GO:0005622	intracellular	1.09E-04	BiNGO	CC	RPL10A	All (Up vs. Down)
GO:0005622	intracellular	1.09E-04	BiNGO	CC	ACTB	All (Up vs. Down)
GO:0005622	intracellular	1.09E-04	BiNGO	CC	LMNB1	All (Up vs. Down)
GO:0005622	intracellular	1.09E-04	BiNGO	CC	RPS19	All (Up vs. Down)
GO:0005622	intracellular	1.09E-04	BiNGO	CC	TRIM28	All (Up vs. Down)
GO:0005622	intracellular	1.09E-04	BiNGO	CC	CAPN2	All (Up vs. Down)
GO:0005622	intracellular	1.09E-04	BiNGO	CC	MAEL	All (Up vs. Down)
GO:0005622	intracellular	1.09E-04	BiNGO	CC	PLS3	All (Up vs. Down)
GO:0005622	intracellular	1.09E-04	BiNGO	CC	SLC2A10	All (Up vs. Down)
GO:0005622	intracellular	1.09E-04	BiNGO	CC	ANXA4	All (Up vs. Down)
GO:0005622	intracellular	1.09E-04	BiNGO	CC	KRT1	All (Up vs. Down)
GO:0005622	intracellular	1.09E-04	BiNGO	CC	ANXA11	All (Up vs. Down)
GO:0005622	intracellular	1.09E-04	BiNGO	CC	ACSL4	All (Up vs. Down)
GO:0005622	intracellular	1.09E-04	BiNGO	CC	RALGAPB	All (Up vs. Down)
GO:0005622	intracellular	1.09E-04	BiNGO	CC	EEF1D	All (Up vs. Down)
GO:0005622	intracellular	1.09E-04	BiNGO	CC	HNRNPH1	All (Up vs. Down)
GO:0005622	intracellular	1.09E-04	BiNGO	CC	PSMA2	All (Up vs. Down)
GO:0005622	intracellular	1.09E-04	BiNGO	CC	KRT36	All (Up vs. Down)
GO:0005622	intracellular	1.09E-04	BiNGO	CC	AKAP9	All (Up vs. Down)
GO:0005622	intracellular	1.09E-04	BiNGO	CC	S100A6	All (Up vs. Down)
GO:0005622	intracellular	1.09E-04	BiNGO	CC	AHCY	All (Up vs. Down)
GO:0005622	intracellular	1.09E-04	BiNGO	CC	RAB5C	All (Up vs. Down)
GO:0005622	intracellular	1.09E-04	BiNGO	CC	RAB1C	All (Up vs. Down)
GO:0005622	intracellular	1.09E-04	BiNGO	CC	RPL36A	All (Up vs. Down)
GO:0005622	intracellular	1.09E-04	BiNGO	CC	ATP5O	All (Up vs. Down)
GO:0005622	intracellular	1.09E-04	BiNGO	CC	KRT84	All (Up vs. Down)
GO:0005622	intracellular	1.09E-04	BiNGO	CC	GANAB	All (Up vs. Down)
GO:0005622	intracellular	1.09E-04	BiNGO	CC	CAND1	All (Up vs. Down)
GO:0005622	intracellular	1.09E-04	BiNGO	CC	RPL13	All (Up vs. Down)
GO:0005622	intracellular	1.09E-04	BiNGO	CC	CCT8	All (Up vs. Down)
GO:0005622	intracellular	1.09E-04	BiNGO	CC	PGK2	All (Up vs. Down)
GO:0005622	intracellular	1.09E-04	BiNGO	CC	HNRNPA1	All (Up vs. Down)
GO:0005622	intracellular	1.09E-04	BiNGO	CC	PPIAL4G	All (Up vs. Down)
GO:0005622	intracellular	1.09E-04	BiNGO	CC	PRPH	All (Up vs. Down)
GO:0005622	intracellular	1.09E-04	BiNGO	CC	HSPA9	All (Up vs. Down)
GO:0005622	intracellular	1.09E-04	BiNGO	CC	XRCC5	All (Up vs. Down)
GO:0005622	intracellular	1.09E-04	BiNGO	CC	MDH2	All (Up vs. Down)
GO:0005622	intracellular	1.09E-04	BiNGO	CC	GOT2	All (Up vs. Down)
GO:0005622	intracellular	1.09E-04	BiNGO	CC	HMGA1	All (Up vs. Down)
GO:0005622	intracellular	1.09E-04	BiNGO	CC	HMGA2	All (Up vs. Down)
GO:0005622	intracellular	1.09E-04	BiNGO	CC	HSP90AA5P	All (Up vs. Down)
GO:0005622	intracellular	1.09E-04	BiNGO	CC	ARCN1	All (Up vs. Down)
GO:0005622	intracellular	1.09E-04	BiNGO	CC	EHD2	All (Up vs. Down)
GO:0005622	intracellular	1.09E-04	BiNGO	CC	RPS28	All (Up vs. Down)
GO:0005622	intracellular	1.09E-04	BiNGO	CC	KRT18	All (Up vs. Down)
GO:0005622	intracellular	1.09E-04	BiNGO	CC	PSMC3	All (Up vs. Down)
GO:0005622	intracellular	1.09E-04	BiNGO	CC	IMPDH2	All (Up vs. Down)
GO:0005622	intracellular	1.09E-04	BiNGO	CC	HNRNPF	All (Up vs. Down)
GO:0005622	intracellular	1.09E-04	BiNGO	CC	SERBP1	All (Up vs. Down)
GO:0005622	intracellular	1.09E-04	BiNGO	CC	CD9	All (Up vs. Down)
GO:0005622	intracellular	1.09E-04	BiNGO	CC	EPPK1	All (Up vs. Down)
GO:0005622	intracellular	1.09E-04	BiNGO	CC	RBMX	All (Up vs. Down)
GO:0005622	intracellular	1.09E-04	BiNGO	CC	EIF3B	All (Up vs. Down)
GO:0030529	ribonucleoprotein complex	1.09E-04	BiNGO	CC	RPS28	All (Up vs. Down)
GO:0030529	ribonucleoprotein complex	1.09E-04	BiNGO	CC	RPS19	All (Up vs. Down)
GO:0030529	ribonucleoprotein complex	1.09E-04	BiNGO	CC	HNRNPH1	All (Up vs. Down)
GO:0030529	ribonucleoprotein complex	1.09E-04	BiNGO	CC	HNRNPF	All (Up vs. Down)
GO:0030529	ribonucleoprotein complex	1.09E-04	BiNGO	CC	MAEL	All (Up vs. Down)
GO:0030529	ribonucleoprotein complex	1.09E-04	BiNGO	CC	RPL36A	All (Up vs. Down)
